2014-03-22 15:40:27.946,"Gilead Sciences (GILD) Has Answers for Congress, Says Baird"
2014-03-22 15:40:28.180,Gilead Sciences (GILD): Analyst Comments on Letter from Democratic Leaders
2014-03-22 16:38:52.537,Symantec Corp. (SYMC) Plunged To A New Low After CEO Terminated
2014-03-22 16:38:55.677,Why Symantec (SYMC) Is Down Today
2014-03-22 16:38:58.106,"Active Morning Movers - Symantec Corporation (SYMC), Progressive Corp  ..."
2014-03-22 16:38:58.584,Symantec Corp. (SYMC) Has Plunged To A New Low After CEO Ousted
2014-03-22 16:38:58.774,Ousted Symantec (SYMC) CEO Bennet May Have $18.5M Payday
2014-03-22 16:39:00.496,Symantec Corporation (SYMC) news: Downgrades pour in for Symantec  ...
2014-03-22 16:39:01.864,UPDATE: MKM Partners Downgrades Symantec (SYMC) to Sell
2014-03-22 16:39:03.035,Symantec Rating Lowered to Neutral at Morgan Stanley (SYMC)
2014-03-22 16:39:03.842,Will This Research Note Hurt Symantec (SYMC) Today?
2014-03-22 16:39:06.377,MKM Partners Downgrades Symantec (SYMC) to Sell
2014-03-22 16:39:12.414,"Symantec Corporation (SYMC) Fires CEO Bennett, Stock Falls After Hours"
2014-03-22 16:39:13.455,Symantec Corp. (SYMC) Is Falling After CEO Fired
2014-03-22 16:39:18.387,Symantec Corporation (SYMC) news: Symantec: The Turnaround Is Still On Track
2014-03-22 17:30:00.215,Google Inc (GOOG) To Encrypt Every Gmail Message To Thwart Snooping
2014-03-22 17:30:17.668,Google Inc (GOOG) encrypts Gmail traffic between servers to block NSA
2014-03-22 17:54:37.774,Google Inc (GOOG) Android Wear: Vendors are Falling in Love
2014-03-22 17:54:38.110,Does Google Inc (GOOG) have a New Smartwatch Partner?
2014-03-22 18:02:29.096,Netflix (NFLX) CEO Calls For Strong Net Neutrality
2014-03-22 18:02:30.998,"Netflix, Inc. (NFLX) news: Hastings shows no love for Comcast in neutrality  ..."
2014-03-22 18:02:42.162,Netflix (NFLX) CEO Hastings Makes Case for Strong Net Neutrality
2014-03-22 18:02:43.783,"Netflix, Inc. (NFLX) news: Netflix And Level 3 Only Telling Half The Story, Won't  ..."
2014-03-22 18:15:01.201,Microsoft (MSFT) Admits Scanning Blogger's Hotmail Account To Track Leak
2014-03-22 18:15:04.241,"Microsoft Corporation (MSFT) Hits 14 Year High, Raymond Nails The Call"
2014-03-22 18:15:07.177,Microsoft Corporation (MSFT) news: Microsoft in a rhubarb over privacy
2014-03-22 18:20:14.460,Why Is Google Inc. (GOOG) Betting Big Time On Nexus Series Smartphones ?
2014-03-22 18:25:30.617,Microsoft (MSFT) Will Now Pay $100 for XP Users to Upgrade to Windows 8.1
2014-03-22 18:29:46.724,Apple (AAPL) iPhone 5 Shows Strong Metrics vs. Samsung's Galaxy S5  ...
2014-03-22 18:30:20.193,T-Mobile US (TMUS) Will Start Taking Galaxy S5 Pre-Orders on March 24th
2014-03-22 18:52:23.676,"Apple Inc. (AAPL) news: Report: Apple holding music service talks, mulling  ..."
2014-03-22 20:25:33.030,Stock Traders Purchase Large Volume of Ultra Petroleum Corp. Put Options (UPL)
2014-03-24 00:21:09.816,Tesla Motors Inc (TSLA) Scores Legislative Victory in Washington State
2014-03-24 00:21:11.470,Tesla Motors Inc (TSLA) Production Constraint Myth Debunked
2014-03-24 00:21:12.553,Arizona State Welcomes Tesla Motors Inc (TSLA)
2014-03-24 00:21:12.779,Tesla Motors Inc (TSLA): What If It Adopts Dealership Model?
2014-03-24 00:21:13.157,Tesla Motors PT Set at $300.00 by Wall Street Renegade (TSLA)
2014-03-24 00:21:13.804,Tesla Motors Inc (TSLA) News: Arizona Passes Bill to Accommodate the Electric  ...
2014-03-24 00:21:15.010,"Tesla Motors Inc (TSLA) Business, Stock Momentum To Continue"
2014-03-24 00:21:21.680,"Tesla Motors Inc (TSLA), SolarCity Corp (SCTY): The Elon Musk Effect"
2014-03-24 00:21:22.673,Tesla Motors Given a $300.00 Price Target at Wall Street Renegade (TSLA)
2014-03-24 00:21:23.327,Is Tesla Motors Inc (TSLA) The New Apple Inc. (AAPL)?
2014-03-24 00:21:23.827,Tesla Motors Inc (TSLA) and Car Dealers Need To Work It Out
2014-03-24 00:21:28.633,Arizona Proposed Lift on Direct-Sales Ban as Tesla (TSLA) Evaluates  ...
2014-03-24 00:21:31.227,Tesla (TSLA) Doesn't Crack Top 50 for Most-Valuable Auto Brands (F) (GM)
2014-03-24 01:11:06.477,Microsoft (MSFT) defends its right to read your email
2014-03-24 01:18:53.232,Microsoft (MSFT) Surpasses 150000 App Milestone in Windows Store
2014-03-24 02:53:46.156,Why Biogen Idec (BIIB) Is Down Today
2014-03-24 02:55:17.532,Endocyte Inc. (ECYT) Leaped To A New High On Positive Study Results
2014-03-24 02:55:19.589,Notable 52-Week Highs and Lows of the Day 03/21: (MSFT) (ECYT) (DEJ) High  ...
2014-03-24 02:55:20.451,Endocyte (ECYT) Doubles on Successful Vintafolide Trial
2014-03-24 02:55:21.105,Endocyte Inc. (ECYT) Has Soared To A New High On Study Results
2014-03-24 02:55:22.188,"Endocyte (ECYT), Merck (MRK) Reports Positive EMA Opinion Issued for  ..."
2014-03-25 12:56:52.011,King (KING) IPO Expected Tomorrow; Zynga (ZNGA) Shares Active Early
2014-03-25 12:57:00.664,Why Zynga (ZNGA) Is Tumbling on Monday
2014-03-25 13:49:20.891,Apple Inc. (AAPL) Rose Sharply On Report Of Comcast Talks
2014-03-25 13:49:21.750,"Netflix, Inc. (NFLX) news: Netflix: Fair Value $128/Share, 67 Percent Downside  ..."
2014-03-25 13:49:23.255,"Netflix, Inc. (NFLX) news: Profit From The Gossip Against Netflix [Apple Inc.]"
2014-03-25 13:49:25.852,"Netflix, Inc. (NFLX) news: Is Apple Going To Be The Death Of Netflix?"
2014-03-25 13:49:30.742,"Netflix, Inc. (NFLX) Plummets on Potential Competition from Apple Inc (AAPL)"
2014-03-25 13:49:32.212,"Apple Inc. (AAPL) news: WSJ's Apple / Comcast Story Not Accurate, News Being  ..."
2014-03-25 13:49:41.917,Why Arris Group (ARRS) Is Down Today
2014-03-25 13:49:49.600,Apple Inc. (AAPL) news: More on Apple: Skepticism follows Comcast report
2014-03-25 13:49:50.128,Apple Inc. (AAPL) news: More on Apple: Skepticism follows Comcast report; new  ...
2014-03-25 13:49:57.580,Why Apple (AAPL) Is Up Today
2014-03-25 13:49:57.816,Apple Inc. (AAPL): What Kind Of Company Are They?
2014-03-25 13:49:59.434,"Apple (AAPL), Comcast (CMCSA) Rise on TV Talks"
2014-03-25 13:50:07.641,Apple Inc. (AAPL) Is Up Sharply Following WSJ Report
2014-03-25 13:50:11.911,Comcast Corporation (CMCSA) news: Ripple effect from potential Comcast  ...
2014-03-25 14:30:49.607,Apple Inc. (AAPL) news: All Signs Point To Apple Ecosystem Success
2014-03-25 14:30:49.763,Microsoft PT Raised to $46.00 (MSFT)
2014-03-25 14:30:49.946,Microsoft Given New $47.00 Price Target at Jefferies Group (MSFT)
2014-03-25 14:30:51.551,Microsoft Corporation (MSFT) Plans Stricter Rules For Hotmail Accounts
2014-03-25 14:32:00.703,Facebook Inc (FB) COO Sandberg Declines to Limit Hiring of Google Inc (GOOG  ...
2014-03-25 14:38:19.818,"Cisco Systems, Inc. (CSCO) news: Cisco Reaches For The Sky With A Global  ..."
2014-03-25 14:38:22.111,Cisco (CSCO) Plans Massive Global Intercloud Push; Will Invest $1B+ (MSTR  ...
2014-03-25 14:38:24.330,"Cisco Systems, Inc. (CSCO) news: Cisco jumps onto bandwagon in the cloud"
2014-03-25 14:43:00.092,"Google (GOOG), Luxottica (LUX) Enter Google Glass Partnership"
2014-03-25 14:43:10.365,Google Inc (GOOG) Partners with Ray-Ban Maker Luxottica to Design Google  ...
2014-03-25 16:41:09.421,"Gilead Sciences, Inc. (GILD) news: House Democrats target Gilead for high price  ..."
2014-03-25 17:29:54.673,Zynga (ZNGA) Rallies Ahead of King Digital IPO
2014-03-25 17:29:55.377,Zynga Inc (ZNGA) Down 5 Percent As King Digital Gears Up For IPO
2014-03-25 18:45:11.743,"Apple (AAPL) Release Round-up: New Wearable Devices, iPad Air, iPhone 6  ..."
2014-03-25 18:49:00.163,Google Inc (GOOG) news: Google Glass Just Got More Attractive
2014-03-25 19:27:16.575,NVIDIA Corporation (NVDA) news: Nvidia details next-gen GPU platform  ...
2014-03-25 19:33:43.080,Microsoft Corporation (MSFT) news: Microsoft: How Long Is It Going To Reach  ...
2014-03-25 19:33:43.499,UBS Raises PT on MIcrosoft (MSFT) to $46; Sees CEO Nadella as 'Right Person  ...
2014-03-25 19:33:46.229,Microsoft Corporation (MSFT) news: Microsoft: Getting Way Ahead Of Itself?
2014-03-25 19:33:47.853,Former Microsoft (MSFT) CEO Ballmer Unsure When He'll Step Down as Director
2014-03-25 19:33:50.886,Microsoft Corporation (MSFT) news: Microsoft At $40
2014-03-26 08:56:11.095,"Most Active Options Update: Netflix, Inc. (NFLX)"
2014-03-26 09:38:09.138,Carlyle Group (CG) Names Michael Cavanagh and Glenn Youngki as co  ...
2014-03-26 09:41:21.519,Zynga Inc (ZNGA) news: King prices IPO at $22.50; Zynga -1.8% AH
2014-03-26 10:25:35.717,"Facebook Inc (FB) news: Mark Zuckerberg, The Warren Buffett Of Technology?"
2014-03-26 10:25:40.414,"Facebook Inc (FB) To Acquire Oculus, Maker Of Virtual Reality Goggles"
2014-03-26 10:25:41.320,Facebook Inc (FB) to Buy Virtual Reality Company Oculus for $2 Billion
2014-03-26 10:25:47.132,Facebook (FB) makes $2 billion bet on virtual reality company Oculus
2014-03-26 10:31:41.843,"Intel (INTC) Acquires Wearable Device Tech Co, BASIS Science"
2014-03-26 11:44:33.363,Deutsche Bank Reiterates “Buy” Rating for Gilead Sciences (GILD)
2014-03-26 23:44:10.684,"Fifth Third (FITB) Responds to CCAR Results; Plans Dividend Increase, Potential  ..."
2014-03-26 23:44:14.744,"Huntington Bancshares (HBAN) Plans Dividend Hike, Buyback Following CCAR  ..."
2014-03-27 00:23:35.244,"DirecTV (DTV), Dish Network (DISH) Stocks Higher On Renewed Merger Talk"
2014-03-27 00:30:53.043,"Himax Technologies, Inc. (ADR) (HIMX) news: Himax's Share Price Ride: Is BofA  ..."
2014-03-27 01:05:43.153,Microsoft Corporation (MSFT): How Microsoft Could Make Billions From Potential  ...
2014-03-27 01:21:27.077,"Microsoft (MSFT), Dell Enter Patent Licensing Agreement"
2014-03-27 01:40:32.283,Facebook Inc (FB) Buyout Of Oculus: Perspectives
2014-03-27 01:40:51.922,Facebook's (FB) Most Important Events of 2014
2014-03-27 01:41:00.141,Cramer: Trust Facebook (FB) CEO Mark Zuckerberg's Oculus Acquisition
2014-03-27 18:40:53.100,Notable Mergers and Acquisitions of the Day 03/27: (BAX) (ACET) (YHOO)
2014-03-27 19:35:21.271,"Lululemon (LULU) 'Back in Style', Says Analyst"
2014-03-27 19:35:21.807,Lululemon Athletica inc. (LULU): Have Shares Bottomed Out?
2014-03-27 19:35:23.531,Lululemon (LULU) jumps 6.2% as profits hold steady in Q4
2014-03-27 19:35:25.898,Why Lululemon (LULU) Is Gaining
2014-03-27 19:35:28.055,Lululemon Athletica Inc. (LULU) Is Climbing On Q4 Results
2014-03-27 19:35:30.973,Lululemon Athletica Inc. (LULU) Gains on CEO Comments
2014-03-27 19:35:33.945,Lululemon (LULU) Disappoints With Q1 Guidance
2014-03-27 19:35:34.718,Lululemon Athletica inc. (LULU) Announces Quarterly Results
2014-03-27 19:35:34.914,"lululemon athletica, inc. (LULU) Tops Q4 EPS by 3c; Issues Light FY14 Outlook"
2014-03-27 19:35:37.413,lululemon (LULU) Sees Buying Pressure Ahead of Q4 Report
2014-03-27 19:35:39.015,Lululemon Athletica inc. (LULU) news: 2014 Will Be A Strong Year For Lululemon
2014-03-27 19:35:39.208,Lululemon Athletica inc. Given New $55.00 Price Target at Deutsche Bank (LULU)
2014-03-27 19:35:39.501,Lululemon Athletica inc. (LULU) – Analysts' Weekly Ratings Changes
2014-03-27 19:35:39.677,Lululemon Athletica inc. (LULU) to Release Quarterly Earnings on Thursday
2014-03-27 19:35:40.787,Lululemon Athletica inc. Stock Rating Reaffirmed by Canaccord Genuity (LULU)
2014-03-27 19:35:40.980,Lululemon Athletica inc. Given New $54.00 Price Target at Wedbush (LULU)
2014-03-27 19:35:41.833,Now's The Time For Lululemon (LULU)
2014-03-27 20:05:01.607,Dish (DISH) Approached DirectTV (DTV) About Potential Mega-Merger - Report
2014-03-27 20:05:01.808,DISH Network Corp (DISH) news: Report: Dish Network pushing for merger talks  ...
2014-03-27 20:16:58.309,Microsoft (MSFT) Brings its Office Suite to Apple's iPad
2014-03-27 20:17:26.096,Microsoft (MSFT) Announces Office For iPad
2014-03-27 20:17:33.975,Microsoft's (MSFT) Office for iPad Goes Live as 'Nadella Era' Takes Shape
2014-03-27 20:17:45.634,Apple Inc. (AAPL) devices may soon host Microsoft's Office 365
2014-03-27 21:10:15.978,Facebook Inc (FB) And Oculus Deal: What Analysts Say
2014-03-27 21:10:26.865,Why Facebook Inc (FB) Wants Oculus
2014-03-27 21:10:30.773,"Facebook Inc (FB) Buys Oculus, Kickstarter Supporters Revolt"
2014-03-27 21:10:58.576,Facebook Inc (FB)'s Oculus Pickup Could Secure Its Long-Term Destiny
2014-03-27 21:29:29.501,Google (GOOG) Transparency Report: Requests for User Info Up 120% Over  ...
2014-03-27 21:37:28.052,Intel Corporation (INTC) Announces Equity Investment In Cloudera
2014-03-27 21:45:09.034,New Report Claims Apple (AAPL) to Launch iPhone 6 As Early As September
2014-03-27 21:58:41.596,Amazon (AMZN) to Launch Free Streaming Media Service
2014-03-27 21:58:42.339,"Amazon (AMZN) Preparing Free, Ad-Supported Streaming Service: Report"
2014-03-27 22:06:45.608,Microsoft Corporation Launches Office App for iPad (MSFT)
2014-03-27 22:07:03.108,Microsoft (MSFT) announces Office for iPad
2014-03-27 22:07:03.556,Microsoft (MSFT) Expands Cloud Services; Annouces Office for iPad & Apps for  ...
2014-03-28 01:33:13.437,Exact Sciences (EXAS) Halted Ahead of FDA Panel Review for Cologuard PMA
2014-03-28 12:47:40.393,"Overstock.com, Inc. (OSTK) news: Overstock.com And Bitcoin Shop Offer Virtual  ..."
2014-03-28 13:04:12.995,BlackBerry (BBRY) Reports $423 Million Q4 Loss
2014-03-28 13:24:22.868,Tesla (TSLA) Gets 15-Day Extension on New Jersey Sales Ban
2014-03-28 13:24:28.096,Tesla Motors Inc (TSLA) wins approval for opening 3rd Ohio location
2014-03-28 13:24:31.697,Tesla Motors Inc (TSLA): New Jersey bill could reverse ban on direct sales
2014-03-28 13:24:31.881,Tesla Motors Inc (TSLA) Able To Sell In Ohio
2014-03-28 13:24:34.482,"Tesla Motors Inc (TSLA) news: Tesla Motors roundup: UBS caution, Ohio deal  ..."
2014-03-28 13:59:15.140,"Amazon.com, Inc. (AMZN) May Launch Streaming Device At April 2 event"
2014-03-28 13:59:29.945,"Amazon Prime Instant Video Coming In Free, Ad-Subsidized Version (AMZN)"
2014-03-28 14:08:17.599,Is Facebook Inc (FB) Making The Right Moves?
2014-03-28 14:19:36.464,Facebook Inc (FB) Is Building Drones To Deliver Internet
2014-03-28 14:28:25.403,Microsoft (MSFT) Will Give iPad Users One-Year of Office 365 HP if Upgraded at  ...
2014-03-28 14:28:32.785,Goldman Sachs Comments on Office for iPad Announced (AAPL) (MSFT)
2014-03-28 14:28:45.885,Office for iPad is 'Mild Positive'; New Products to Drive Apple (AAPL) Higher  ...
2014-03-28 14:35:55.479,Apple Inc. (AAPL) iPhone 6: Manufacturers Already Receiving Orders
2014-03-28 14:41:02.081,BlackBerry Rises after Posting Significantly Lower than Expected Loss – (BBRY)
2014-03-28 14:42:30.900,One Factor Driving Tesla Motors (TSLA) Stock Up Today
2014-03-28 14:42:34.073,NHTSA Closes Probe Into Fire Accidents of Tesla (TSLA) Model S
2014-03-29 04:17:32.949,BlackBerry Says Keyboards Are Key Component Of Its Future (BBRY)
2014-03-29 04:36:47.916,Facebook (FB) and King Digital (KING): A Week in Review
2014-03-29 05:13:15.132,Tesla Motors Now Covered by UBS AG (TSLA)
2014-03-29 05:13:15.933,Tesla Motors Given New $275.00 Price Target at Wedbush (TSLA)
2014-03-29 05:13:16.110,"Buzz Stocks: Tesla Motors Inc (TSLA), Visa Inc, General Motors Company, and  ..."
2014-03-29 05:13:19.093,Wedbush Lowers Tesla Motors Price Target to $275.00 (TSLA)
2014-03-29 05:13:19.642,Tesla Motors (TSLA) Price Target Reduced to $275 at Wedbush on GigaFactory  ...
2014-03-29 05:13:20.118,Tesla Motors Coverage Initiated at UBS AG (TSLA)
2014-03-29 05:13:20.474,Tesla Motors Inc (TSLA) Swarmed By Last-Minute Option Traders
2014-03-29 05:13:20.669,Tesla Motors Inc (TSLA): The Impact Of The Gigafactory
2014-03-29 05:13:23.016,Tesla's (TSLA) Disruptive Model Already Priced In: Analyst
2014-03-29 05:13:23.603,Tesla's (TSLA) 'Disruptive' Business Model Nearly Priced In; UBS Starts at 'Neutral'
2014-03-29 05:13:24.634,Tesla Motors Now Covered by Analysts at UBS AG (TSLA)
2014-03-29 05:13:25.026,"Auto Dealer System Evolution is Inevitable, Says Analyst (TSLA)"
2014-03-29 05:13:25.394,"Analyst Downgrades: Tesla Motors Inc (TSLA), General Motors Company, and  ..."
2014-03-29 05:13:25.580,Will This Rating Help Tesla (TSLA) Today?
2014-03-29 05:35:59.939,Why Facebook (FB) Stock Is Up Today
2014-03-29 05:36:10.614,Facebook Inc (FB): Instagram hits 20M users
2014-03-29 05:45:23.372,Is Tesla Motors (TSLA) building a tank?
2014-03-29 05:45:26.975,Tesla (TSLA) CEO Elon Musk in the National Spotlight
2014-03-29 05:45:32.376,Tesla Motors Inc (TSLA): Model X reservations reportedly hits around 13K  ...
2014-03-29 05:57:02.278,Facebook Inc (FB): Why Buying Oculus Makes Sense
2014-03-29 05:57:04.720,Facebook Inc (FB): Wall Street Hates The Oculus Deal
2014-03-29 05:57:05.186,Oculus VR Competitor Makes Appearance Following Recent Facebook (FB) Deal
2014-03-29 06:04:24.855,11 Cool Things You Can Do With Apple TV (AAPL)
2014-03-29 06:04:27.188,Larger Apple (AAPL) iPad Expected in Back-Half of 2014
2014-03-29 06:09:19.333,This Is Why Microsoft Is Charging You $99 A Year To Use Office For iPad (MSFT)
2014-03-29 06:09:35.628,Microsoft Corporation (MSFT) Traders Make a Bold Prediction
