Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
236,-0.438337379,1.028363751,1.455501718,-0.230274702,0.198899418,-0.358325092,0.659132798,0.059987619,-0.74186332,-0.167485718,1.123057123,0.906575443,0.717445968,0.177484339,0.094041711,0.459450111,-0.805969584,0.165908019,0.422937724,0.1736051,-0.187515799,-0.485441649,-0.07413842,-0.002585504,-0.153928467,0.071891188,0.264233311,0.109265075,7.14,0
247,-0.685769792,0.554019231,2.014829479,-0.561032758,0.683347066,0.002232257,0.804393713,-0.154562903,0.339899948,-0.964056302,-1.604017665,0.617382934,1.38353783,-1.027599556,-1.285563771,0.534263332,-1.320646457,0.04495524,-1.493769742,-0.051472195,0.113872721,0.642716157,-0.421980099,-0.411622374,0.359461179,-0.545005668,-0.040244115,-0.096933987,18.94,0
251,-0.238642949,-0.146691284,0.829323343,-1.776739438,-0.080048341,-0.74750872,0.404431479,-0.103808612,-0.753138701,0.663142803,0.283325591,-1.55434367,-2.656600591,0.111714584,-1.366231938,1.003229328,-0.019346246,-0.681442345,0.593361977,0.108920148,0.219064699,0.729403524,-0.163950239,-0.020061112,-0.32568541,-0.349222862,0.203501039,-0.005248873,24,0
271,1.196192808,0.245161003,0.631947468,0.642940902,-0.413132655,-0.699728161,0.01953274,-0.112500121,-0.047057144,-0.12271147,0.371980575,0.794397765,0.674412675,0.20015868,1.21188268,-0.105518258,-0.050858411,-1.151578693,-0.603069525,-0.109478011,-0.203867812,-0.533641292,0.201929024,0.406872401,0.11613734,0.102674899,-0.009121198,0.019700457,0.89,0
271,-0.6897383,1.086090799,1.260978185,-0.386674926,0.023899339,-1.138914427,0.752137851,-0.027373579,-0.032901508,-0.559839866,-0.611787086,-0.986594436,-1.678681412,-0.131995762,0.649186033,0.673278955,-0.157781326,0.007915136,-0.718732186,-0.101036765,-0.23000961,-0.747299988,0.011255009,0.282653054,-0.449784743,-0.08742675,0.182553302,0.202335673,5.99,0
292,1.252189247,-0.1267791,0.280285135,0.57941553,-0.374124541,-0.215216606,-0.193078227,0.011075667,0.770448146,-0.197201332,-1.577764431,-0.377882317,-0.9893818,0.052591617,0.055325179,0.118796031,-0.229318028,-0.336749759,0.572051216,-0.122254803,-0.360295914,-0.959572559,-0.023837398,-0.462200767,0.381732376,0.340517502,-0.034929231,0.007524882,23.88,0
305,0.439949564,-0.949842463,-0.112591828,2.572535967,0.149828998,1.54454198,0.213718459,0.278461147,-0.374166691,0.478005585,-0.327963636,0.387190472,-0.172660758,0.092067086,-1.173094203,0.449888675,-0.58039172000000006,0.068516466,-0.300062427,0.594318626,0.136101477,-0.275473458,-0.55479951,-1.278066624,0.554427289,0.133134818,-0.053053239,0.058083682,379.63,0
323,-0.850730609,0.695702822,2.071837569,0.928201004,-0.032107928,0.648932279,0.150909122,0.440485982,-0.564488519,0.057701571,0.976696627,-0.109204861,-0.923903849,0.458685782,1.324652235,0.004794609,-0.235066834,0.783136839,0.589647225,0.301435684,0.211627698,0.591595716,-0.21096154,-0.341889009,0.281912496,-0.067353029,0.339467271,0.13809145,52,0
354,-0.687099303,0.790436271,2.242424323,2.40646163,0.359711755,0.27941029,0.103677152,0.399071184,-1.518732762,0.601268282,1.389774451,-0.191892727,-1.2790756,0.680096416,0.689691525,0.276206191,-0.089012211,-0.065771943,0.079882172,0.056870574,-0.146194339,-0.702302599,0.088038449,0.138006041,-0.12955253,-0.141250331,-0.011385503,-0.006343763,11.38,0
359,1.261597302,0.256345955,0.513253571,0.619053787,-0.472481832,-0.98934209,0.065431086,-0.20878137,0.035924427,-0.067307393,-0.208956269,0.401118985,0.378213343,0.226503324,1.025236262,0.301024823,-0.42812408,-0.548734615,-0.117592719,-0.09014955,-0.2573051,-0.739810347,0.135646221,0.376418405,0.220319811,0.094705872,-0.028558877,0.019022735,1.29,0
434,-0.679292516,1.120837093,1.319394198,1.249826716,1.147786232,-0.086534158,1.001435703,-0.039752022,-1.374496743,0.012874029,-1.627086266,-0.498173773,0.539217436,0.057768084,-0.153201655,0.99214329,-1.212355314,0.099774223,-1.110998395,-0.011140799,0.06752084,0.030112417,-0.296953792,-0.619849586,0.282799352,-0.059403791,0.048695127,0.109199771,25.03,0
454,-3.133891294,2.887394236,2.178689733,-1.576534657,1.434509971,-0.68731266,3.816056391,-3.416915097,5.459274358,8.82175647,1.55804896,-1.138601357,0.010142968,-4.644308205,1.584559708,-1.564508262,-2.276041307,-1.147679531,-0.46440866,3.585627796,-1.659610479,-0.498517565,-0.476667639,0.302196385,0.299992714,-0.359154857,-0.958818038,-2.735622762,9.65,0
490,-0.215043036,0.65219023,1.107882384,1.265935183,2.3663003,4.393731587,-0.412468839,0.96064414,-0.914003137,0.745978882,-0.38845497,-0.683481233,0.174721788,-0.19721682200000001,1.423125625,0.906269734,-1.0866268,0.90702392,0.226867374,0.266120252,0.103830156,0.304199138,-0.127454562,0.994760541,-0.501053401,0.039003168,0.024135224,-0.056240968,3.44,0
509,-0.28081464,0.934605078,1.261452017,1.208912298,0.540420027,0.418318167,0.703040055,0.035862271,-0.51692003,-0.330698039,-0.961569153,0.474058536,0.891206459,-0.165812985,0.138022683,-1.097429738,0.378257554,-0.606165238,0.943715533,0.103108702,0.003485525,0.282826064,-0.187527472,-0.412473064,-0.092709781,-0.220468176,0.192768068,0.146364616,22.77,0
536,-0.696401907,1.186597316,0.761499236,0.783975084,0.825519374,1.125638412,0.422931348,0.336891907,-0.142015412,0.50203108,-0.175564415,0.198320971,-0.390952409,0.100615573,-0.319214766,-0.64369275,-0.108278419,0.279169551,1.505738272,0.246713504,-0.098476429,0.084490607,-0.302055812,-1.344990967,0.091047106,-0.161472049,0.400489357,0.230986131,0.89,0
558,-0.439880215,0.630450501,1.942590731,-0.798746628,0.261324547,-0.617938632,1.224288085,-0.844640653,0.211259338,0.263396921,0.504980366,0.041331099,0.317095641,-0.64158957,1.219668195,-0.537746854,-0.245160887,-1.040388908,-0.226828062,0.129802568,-0.085055613,0.177107018,-0.142910325,0.46689651,-0.438533285,0.803908754,-0.907361843,-0.61464230500000006,17.68,0
610,1.162240848,-0.29434809,0.568069672,-0.043951997,-0.742352175,-0.360376364,-0.431915845,0.055501112,0.255826742,0.013595085,1.044156082,0.561699781,-0.166839481,0.283113,0.678204712,0.828457834,-0.792266862,0.529374739,0.207060795,0.030409803,0.129634929,0.264744942,-0.105011443,0.081854815,0.222889028,1.070107326,-0.074967631,0.003697312,47.85,0
650,-0.440731935,1.032814929,1.367831762,-0.055192255,0.156300647,-0.301037924,0.539670956,0.203222126,-0.660624963,-0.386647316,1.875771666,0.715427629,-0.107632179,-0.17521974,0.439723452,0.231663439,0.11466097,-0.147542339,-0.236465081,0.083395887,-0.171482658,-0.43169305,0.031401254,0.170349357,-0.293094669,0.071746186,0.257612843,0.086598169,4.95,0
693,-1.039730861,0.502595596,1.110715613,-2.642917092,-0.409494426,0.171846934,-0.258450453,0.782353914,1.237895322,-1.769987294,-1.804211323,-1.038521921,-1.718814048,0.552673397,2.276032385,0.223894555,-0.339967096,0.631814817,0.583229854,-0.051604049,-0.007414276,-0.078844267,-0.315844508,-1.345135271,0.405701803,0.061223149,0.175588057,0.051694668,24.9,0
694,1.097262945,-0.140569129,0.743263963,0.060678444,-0.787409534,-0.731799472,-0.145498285,-0.09371266,-0.132504985,-0.053707955,1.86604804,1.586987855,1.149861462,0.134441858,0.410663516,0.587965648,-0.63560416,-0.216518583,0.191964089,0.13338861900000001,-0.132272828,-0.52183304,0.124375542,0.594090799,-0.041289713,0.704013219,-0.074708041,0.018329418,64,0
714,1.176705429,0.214079534,0.523249553,0.445982061,-0.160030308,-0.177495043,-0.063865754,0.033393516,-0.343574301,0.035117027,1.843665722,1.583085863,1.039213858,0.299041495,0.492446385,0.168322934,-0.443430001,-0.59710817,-0.192379171,-0.062640132,-0.16926007,-0.449572712,0.144172833,0.035303434,0.143130129,0.104271571,-0.010807746,0.007032991,0.89,0
715,1.090820093,-0.167030693,0.350138544,0.695739968,-0.378402384,-0.168184372,-0.035248425,0.005666559,0.191768804,-0.05907896,0.770001434,1.154011307,0.132768685,0.084615819,-0.899155547,0.01071198,-0.348649799,-0.11929766,0.61234584,0.042476371,-0.161931685,-0.452659361,-0.098339471,0.050588706,0.451644379,0.264639857,-0.037335004,0.010800917,69.97,0
735,-1.247322959,0.672031527,3.53652732,3.293508756,-0.796919012,1.831509598,-0.913056246,0.497590882,0.440542921,0.546139823,-1.282034731,0.421281556,0.492437346,-1.502521487,-0.868685032,-0.99343913,0.968648548,-0.267089415,0.974409922,-0.023902096,0.195892503,1.012281078,-0.406072964,0.184489732,0.05835844,0.513193352,-0.31866436,0.14331208,15.15,0
805,-0.348789854,0.942648232,0.772145446,-0.102838124,0.041928018,0.162930183,-0.015539563,0.514973781,-0.372850682,-0.692770503,-1.057226824,0.373935309,1.149490279,0.116000158,1.058722476,0.373912255,-0.406770734,-0.206071291,-0.292826141,-0.12751133,0.135842145,0.352568675,-0.050040583,-0.723941706,-0.367982638,0.319537977,-0.066892996,-0.030731581,8.9,0
840,-1.089780574,1.367349553,1.413675065,0.190287963,0.048178739,-0.179594453,0.485458959,0.153445879,-0.490347023,0.254725634,1.922346902,0.506602701,-0.323341713,-0.199178867,0.892977445,-0.086353709,0.371672048,-0.048761063,0.463818487,0.25065439,-0.165351373,-0.409266872,0.014497598,0.17192407,-0.3060389,0.171995231,0.168191525,0.235689018,8.99,0
890,1.263633217,0.416655267,0.293483072,0.986614806,-0.01612521,-0.580474866,0.198172367,-0.237423145,-0.123892899,-0.044846577,-0.572090308,0.806516356,1.534078127,0.02193098,0.903239628,0.252731223,-0.736547539,-0.176642612,-0.195370827,-0.028106037,-0.068826751,-0.105168752,-0.100792008,-0.094811566,0.654897348,-0.412485472,0.030520992,0.024003817,6.95,0
933,-0.462484992,1.125256165,2.146301609,1.765501047,0.122789764,-0.002577524,0.42398813,0.225278019,-1.363662009,0.393480109,0.94578349,0.054883644,-0.580447297,0.372504892,-0.168525364,1.031275034,-0.916409192,0.403256555,-0.542413331,-0.098818506,-0.08304466,-0.427153604,-0.010526158,0.251530162,-0.334975378,-0.315224737,0.050245147,0.063359623,2.27,0
973,-2.234925746,-1.592995094,2.986587281,0.134586545,0.093137087,-1.131065156,-0.252956109,-0.137718708,-0.77537025,0.328904467,-0.500659833,-0.083051082,0.341642826,-0.802894128,-0.064581884,-1.24046156,-0.338234495,1.304165711,-1.717205028,-0.658976061,-0.433762308,-0.210682215,1.155086517,0.833449742,0.520768908,-0.498052963,-0.006161973,-0.238591326,31,0
973,-0.77096764,-0.070879229,0.998146286,-1.792216332,0.040765394,-0.850322083,0.489439904,0.08682898,-1.643236225,0.323733209,1.508431971,-0.509218256,-1.201149453,0.403020107,-0.575802295,0.892824264,0.28610833,-1.678960868,0.042517578,0.26385882,0.053904185,-0.148724257,0.20487328,0.152900624,-0.272693541,-0.636777273,0.302181214,0.185768303,64.93,0
974,1.153341927,0.488031578,1.080262571,2.507038932,-0.436591024,-0.286073766,-0.164563433,-0.055750879,-0.575837933,0.646679756,-0.467006302,0.300859152,0.942479702,-0.092749825,0.674254156,0.896601887,-0.807628408,7.73822e-4,-1.225929034,-0.074654529,0.153532748,0.460605972,-0.073597564,0.402131222,0.461723073,0.094375504,0.017201477,0.032477467,10.62,0
1009,-0.409175943,1.091564401,1.497338119,-0.048508381,0.283494023,-0.944228573,1.103589206,-0.502387904,0.092823192,0.220773952,-0.011986416,-0.25356905,0.063091583,-0.915538603,0.973069443,0.199460912,-0.209731247,-0.206507702,-0.111339785,0.388109941,-0.397234237,-0.661880246,-0.07537885,0.325401188,-0.159292811,0.02010358,0.024507107,-0.281597704,9.99,0
1030,-1.731101379,0.856574176,0.918700526,-0.379675209,0.702497777,0.822419731,0.631862685,-0.027051949,0.773833169,0.980916541,0.053260623,-0.198637186,-1.177023415,-0.387968032,-0.51658449,-0.293721585,-0.477594404,-0.07316212,0.799613411,-0.032093985,-0.337503042,-0.281943049,-0.1155166,-1.157139537,-0.0015293,0.199767251,-0.821376174,-0.4637911,17.49,0
1036,-0.837895011,0.954722339,1.027143434,0.677032585,0.285934422,0.292994796,1.0449929,-0.134313235,-0.123879566,-0.255760483,-0.937063325,0.363424165,0.421422697,-0.265104742,-0.364039352,-0.766003718,0.06054151,-0.760212417,-0.057274143,-0.248247618,0.015241974,0.28025301,-0.102212846,-0.249892911,-0.177940289,-0.437636703,-0.166805737,0.16336016,76.13,0
1050,-0.202716846,-0.409710813,1.008928504,0.130943175,-1.499125565,1.021928546,-1.52239513,-2.443950325,1.196463758,-1.557942316,0.516678923,1.840311056,0.030434686,0.098478808,-0.291542876,-1.36888461,0.743488548,0.831934586,2.697586054,1.19028616,-1.024973294,1.180265102,-0.308459568,0.105945078,0.861745648,-0.175620215,0.185887473,0.284696498,198.83,0
1069,0.77036137,-0.878471421,1.144303735,0.382111656,-1.577722975,-0.765326387,-0.288977424,-0.14191895,0.716406058,-0.473005822,0.168531007,1.191639647,1.277222502,-0.490574646,0.597462893,0.172347529,-0.100290565,-0.53255207,-0.199274013,0.445231462,0.118898767,0.040643335,-0.080420108,1.034630598,-0.022964955,0.939052159,-0.06987065,0.062923229,224.99,0
1093,0.93403622,-0.684586885,0.167416075,0.460866026,-0.724613564,-0.269182489,-0.093314889,0.092961057,0.613726394,-0.124925384,0.440464939,0.007892981,-2.049453808,0.530734723,-0.586873566,0.096842557,-0.172498989,0.116568025,0.729930033,0.094697023,-0.142453875,-0.70114732,-0.140067653,0.015654422,0.296839784,0.495396267,-0.085870076,0.0174582,158,0
1095,1.448953904,-1.107734445,-0.504074083,-1.789560436,-0.439034965,0.320200621,-0.718289655,0.029205312,-2.255592866,1.553990919,0.281861671,-0.645361143,0.240851986,0.128435614,0.0519103,-0.250023497,0.175139021,-0.036292727,0.46397602,-0.232117507,-0.547980359,-1.376576391,0.017557994,-1.422836128,0.285240991,-0.435832628,0.008715816,8.62e-5,64.94,0
1097,0.71321947,-0.441049982,0.021067662,1.430097254,-0.251479663,-0.110928626,0.426310624,-0.016946264,-0.235538508,0.020050993,1.449483102,1.114713148,-0.321626602,0.554835897,-0.436864881,-0.499087163,0.001719389,-0.403012269,-0.345330665,0.248359228,0.19029001,0.202380513,-0.298360036,0.24890728,0.624893274,-0.284209972,-0.020071872,0.040422663,224,0
1124,1.032034113,-0.690951242,-0.564274574,-1.474236657,-0.494574185,-1.149673043,0.347016477,-0.257222426,0.8367942,-0.89214299,1.250790004,0.93809102,-0.503730068,0.797298505,0.876858288,-0.413491571,-0.369432155,0.366356624,1.189588505,0.216074341,0.080247587,-0.048753865,-0.294939645,0.052973703,0.642458687,0.00223644,-0.057109519,0.017309621,160,0
1165,-1.978912708,1.606385076,-1.189811373,-2.518202123,1.750547279,2.956657895,-0.539715242,1.564907162,-0.077228879,-0.221646765,-0.5001305,0.071859547,0.004634547,0.590026171,0.54549766,0.936234786,-0.822273889,0.047592329,-0.302738532,-0.017344575,0.038811456,-0.447482196,0.030215174,1.034859225,-0.080767758,0.723030184,-0.585654054,0.115560277,1.53,0
1190,1.31151053,0.388296739,-0.084504,0.460421991,0.195765951,-0.48841072,0.153118439,-0.208485114,-0.074847853,-0.318156298,-0.738619074,0.522727303,1.539348459,-0.571381234,1.040441059,0.708731375,-0.422898511,-0.121447514,0.157103761,0.038528739,-0.333871044,-0.918772555,-0.010593695,-0.594486823,0.381530413,0.149959244,-0.018237756,0.024695308,8.99,0
1215,-0.580728041,-0.439309781,2.00589778,-0.540617545,-0.870210432,-0.390166701,-0.260520398,-0.246800377,-0.376220252,0.757355443,-1.04577,-0.633515882,-0.232688104,-0.751511049,0.210608002,-1.905115699,0.358832305,1.30692426,0.243933791,-0.524483036,-0.291663535,0.157277998,0.23338354,0.447444664,-0.684042,1.114448955,-0.194053097,-0.134360069,10,0
1217,0.878212554,0.158419837,0.86198985400000006,2.591797607,-0.410686481,-0.313108818,0.225747974,-0.149696575,-0.814608758,0.544527103,-0.271156505,0.682580176,1.479819137,-0.061175248,0.559631721,0.87593181,-0.791094437,-0.462697038,-1.056509311,0.25045456,-0.104330089,-0.653682681,0.005849687,0.379223465,0.169938112,-0.27903548,-0.013755572,0.062741017,154.99,0
1252,0.995157785,-0.621825872,-0.325851582,-1.356740284,-0.686005339,-1.435876052,0.409797334,-0.334337578,0.685585684,-0.915184902,1.855482994,1.516669325,0.161216872,0.678324534,0.754819811,-0.60406834,-0.219513632,0.099932409,0.984131673,0.247417924,0.123911643,0.111217228,-0.238330721,0.606092559,0.597169125,-0.033266284,-0.051457315000000003,0.024328178,160,0
1262,-0.775745965,1.233315407,1.175140205,0.021749589,-0.459395527,-0.939045724,0.371005825,0.377351688,-0.513174175,-0.537120212,-0.608871539,-0.088583993,-0.273747376,0.532976031,0.850217027,0.340281707,-0.204305959,-0.263701371,0.007543413,-0.004276539,-0.181231764,-0.636710197,0.072171036,0.353535902,-0.176522274,0.074382159,0.132539012,0.058310397,17.99,0
1287,1.048429102,0.25256893,-0.74364885,1.337404671,0.300796573,-0.696975626,0.451164713,-0.180987857,-0.041278073,-0.571408026,-0.786447116,-0.712905284,-0.601075198,-0.936726367,1.182029158,0.873958292,0.436649427,0.702189799,-0.282440201,0.132309753,-0.188781664,-0.829818378,-0.229784472,-0.608013459,0.603193559,-0.424977995,-6.27515e-4,0.066625838,128,0
1290,-1.268469414,0.978275491,0.155716086,-1.89489171,2.538568786,3.553600398,-0.273317405,0.230785314,0.170969654,-0.37889789,-0.6030757,0.020175777,-0.377701544,-0.128198826,-0.501815036,0.128823138,-0.555227964,-0.236864287,0.178788204,0.101442344,0.437036149,-1.126360817,-0.515760932,1.032433659,0.625129984,0.459969624,0.380889834,0.183510225,5,0
1310,0.943692379,-0.489019453,1.115108504,1.792990744,-0.907560196,0.590245827,-0.541050487,0.350322922,1.466468609,-0.405934568,-1.35767914,0.200688819,-1.729478294,-0.433194311,-1.533096248,-1.068239743,0.86080379,-1.158576026,0.162102777,-0.161174543,-0.390161482,-0.877142122,0.040721129,0.044774095,0.35027155,-0.512230809,0.068463596,0.037757456,80.51,0
1313,-0.766162383,0.870878221,1.892274255,1.342441377,0.53350568,0.328510194,0.086169107,0.10945963,-0.304058446,0.191431653,-1.757189922,0.03542525,1.049660027,-0.747655431,-0.711464558,1.17771136,-1.298784514,0.289470305,-1.477196649,-0.270850614,0.21568229,0.703447767,-0.265859362,-0.412488714,-0.585155088,-0.170860751,-0.01059149,0.166608517,1.83,0
1344,1.203054733,0.247362156,0.631621201,0.547487223,-0.469597132,-0.771008423,0.003730115,-0.105269418,-0.318266131,0.085382774,1.766526281,1.440085827,0.786325463,0.330445547,0.251553699,0.411882378,-0.633265574,-0.186193576,0.089521015,-0.050516858,-0.185388044,-0.545954364,0.14202779,0.546562765,0.180024702,0.06246254,-0.028774562,0.01221697,1.98,0
1347,-0.891261169,1.078231597,1.475847873,-0.201936202,-0.056193177,-0.262651199,0.450675113,0.230522195,-0.269481559,0.25924458,1.574622401,0.300048486,-1.042680966,0.457450893,0.513570865,0.057209242,-0.25563585,-0.280853748,-0.147459287,0.101904469,-0.1662952,-0.423948592,0.088917595,0.174408933,-0.3052815,0.068048996,0.253458788,0.158595707,4.49,0
1352,1.29926838,0.353623954,-0.152562664,0.779753593,0.432925262,-0.104665121,0.244949025,-0.17560695,-0.067949646,-0.045381067,-1.404876117,0.342780759,1.311082335,0.090538343,0.976710005,0.519306709,-1.022733443,0.007040628,0.224427776,0.00772046,-0.248178512,-0.695573455,-0.147770102,-1.013747429,0.673179787,-0.481883149,0.02041766,0.017876515,22.5,0
1354,-1.189293124,-0.747636991,1.064711728,0.862308272,1.60591893,-1.746425826,-0.205203912,0.046758641,0.199540613,-0.391552027,-1.219867818,0.016163222,-0.794740991,0.118012175,-1.026107135,-0.296757602,-0.269948934,-0.296595571,-0.591338031,0.097454052,0.172413374,0.21126137,0.30427966,0.363804833,-0.725849439,-0.686207435,0.184406145,0.263225109,4.38,0
1402,-0.01806625,0.640409011,1.097033135,0.235096984,0.347752705,-0.411685511,0.552635154,-0.240130699,0.046819451,0.149082408,-1.272689923,-1.195870694,-1.261231217,0.221229211,1.424221147,0.19890782,-0.514758247,0.145186714,0.961227589,-0.023306472,-0.26223213,-0.696157887,-0.044294428,-0.504117311,-0.647640403,0.108582851,-0.232884442,-0.169556253,1.98,0
1406,-0.897764657,0.943783143,1.563013788,-0.714288883,-0.108452682,-0.481893463,0.603118575,0.161311966,0.117974617,-0.248991768,0.771929145,0.583928092,-0.828528257,-0.003549502,-1.343190795,-0.014617492,-0.351284739,-0.109868374,0.177978183,0.122368223,-0.186294881,-0.292764773,-0.16241315,0.343572563,0.018085727,0.366588964,0.382679448,0.214165573,5,0
1410,1.300333245,-1.461779547,0.07131035,-1.418484606,-1.413650617,-0.484054298,-0.844589556,-0.146900451,-1.663450243,1.377792245,-1.297550478,-1.543843137,-0.171741105,-0.161415502,0.832056142,0.033658385,0.219568358,0.166981606,0.123615428,-0.071827364,-0.435549133,-1.267915163,-0.00213115,-0.528004585,0.151431866,-0.44039909,0.002662363,0.042125769,152,0
1418,-0.814336431,1.139682663,1.067270277,1.231869866,-0.192121496,0.319095396,0.106998267,0.743025847,-0.557680061,-0.134222661,0.735212709,0.409251739,-1.291777159,0.752317369,-0.398735912,-0.847130422,0.610239104,-0.005305383,1.014471606,-0.013667386,0.052109371,0.278061124,-0.07836796,0.010283747,-0.130790623,-0.235253549,0.291107415,0.125879497,18.42,0
1427,1.173745801,0.128071543,0.135536985,1.115917724,0.227758613,0.532620007,-0.067544947,0.189609253,0.113339782,0.052771395,0.507457157,0.868995541,-0.325094572,0.266326554,-0.719136636,-0.315476601,-0.224297436,-0.230496493,0.183357388,-0.175337669,-0.099128076,-0.088492228,-0.155089236,-0.654112237,0.717878065,-0.286624247,0.03400712,-0.00193196,6.54,0
1435,-3.701578476,3.306234149,1.704597845,-1.589399732,1.061792884,-0.75137951,3.458988789,-2.980564325,5.481046691,8.904159337,1.433528071,-0.968886017,0.07305396,-4.398607092,1.561232041,-1.461783264,-2.116777752,-1.125872708,-0.500168767,3.604010489,-1.647832218,-0.53283645,-0.417025202,0.297910654,0.374264869,-0.352613702,-0.978836619,-2.738566486,11.05,0
1447,-1.402639482,1.349529222,0.750454857,-0.923128705,-0.06184724,-0.080807841,0.217157975,0.650294549,0.191454492,-0.16381761,-0.084517084,0.502227826,-0.584236304,0.185138718,-1.31108037,0.325326485,-0.493651127,0.176119968,0.453580666,0.168678193,-0.228202968,-0.475329125,-0.204644189,-0.486189589,0.203750822,0.424468355,0.362864972,0.202212976,5,0
1467,-1.673025464,1.006263245,0.72600945,1.643772291,-0.762650338,-0.384575232,-0.007271297,0.876679562,-0.547453952,-0.474050502,-0.475863549,0.509455271,-0.373957797,0.723013656,0.179958151,-1.086795055,1.165409955,-0.733642285,0.506733586,-0.04189624,0.115767272,0.274870004,0.01703956,0.632757936,-0.139779649,-0.269255635,0.089000566,-0.025177247,64.61,0
1499,-1.344751919,1.393213599,0.948695081,-0.672000682,-0.560410712,-1.024698647,0.278152361,0.478197502,0.430050847,-0.226446922,-1.067883608,-0.465029173,-1.506319969,0.351429275,-0.15082732,0.13752108,-0.05802946,-0.404284823,-0.278353157,0.069671962,-0.226941123,-0.551333055,-8.26128e-4,0.369223327,-0.140455784,0.308572017,0.378032889,0.236274857,1,0
